genpv18,genpv22,genpv25,genpv33
791.1083381831778,339.082434462463,414.75713046985686,434.9460835520701
586.4846613952442,457.5158798651323,350.60541164013546,295.6508547446415
776.219488496674,372.8073000415305,348.55860034081854,346.79709134477304
934.4188525555958,416.7047749959577,420.45765736691334,466.4609702577012
749.5624492921091,469.122133501152,422.40382432344944,345.3907643711918
846.371113690564,291.37220954094636,418.2963202904996,440.75670008663957
795.648611315151,347.1858965967939,244.5050075928771,358.02110331935125
635.7325922739434,424.74244914238494,242.1534585588175,358.5474039853808
706.1606111537455,383.7531048879647,379.4828476872731,458.31382427508316
601.9046615660731,451.2065135398196,330.3396654058478,442.0564163041731
741.4770246145952,410.38137751305266,370.95312374525724,156.86117769165017
668.9506931659276,451.9099538983484,488.86828229814444,383.38415864576916
701.595681061754,432.7815697735738,453.8287428838392,419.66288482796955
959.6482556613186,455.53984280488635,391.4256133776913,374.81827427277545
537.9787478861565,385.8676234142124,278.12440476513086,401.3629057632183
717.7661466074578,490.7907758096956,397.5278211859086,295.02254492690156
842.7263921340174,405.3330710383081,334.96072012886765,240.74231384324267
873.6915934834726,429.13292068698655,281.42662128359643,356.25738009157936
600.0370139509578,384.2087648081295,453.1473573559229,458.5105328181671
692.1963696768513,451.55195109498555,458.93419131905836,314.4114010049229
896.0905545765175,448.35394003161014,426.1888122432385,347.35274432092217
735.688992318282,430.44878788598146,477.2476215165581,395.00930835522234
649.0127039117687,477.06599172673356,464.02405664691946,389.13091915127603
872.4000046026617,293.4633252457509,402.3477672785238,236.3760171267872
809.9768537937977,311.9686529535489,310.23476230756626,448.2344189715034
827.5645573907873,469.3931914687158,247.73233789929532,404.63345972091395
750.4384233494478,447.1035299287797,231.82801257813324,396.8075084800201
808.5739943606931,450.2475403593483,344.2419693440882,297.93349599097155
758.1264827827696,367.7282411531811,189.23752432894491,303.0094048638511
793.0315843109965,259.5451027226284,393.8974848437212,319.2996791044646
909.3048213620227,368.6141737847529,417.73999652268316,263.6700878824612
793.6801061297115,378.1065894832151,417.59864290905233,257.9097599289106
809.7912512806344,439.54251629154373,298.3700297778543,307.10087056429546
569.4636244562075,445.48372464570457,487.40591769046176,343.822534215689
848.1552871076321,464.1793162136225,404.09359359666723,277.7364840787465
672.10821252406,251.2395820287096,483.5643498938873,346.59445367761305
632.5628982039431,424.2154796344236,396.5028246262517,391.53379704951135
761.3358008104924,393.9674281932612,433.2207076817945,384.44628227486913
701.4557985503961,303.14838207008097,414.03158827758466,419.0550472613051
863.0957270263299,231.47582486026397,392.57694287704413,392.2207782103611
640.1407819386241,339.79921411795124,350.9271547237892,297.32993942367733
715.8536923572257,380.26088932672224,250.69783562081844,392.70934555752586
894.3760695372227,402.6632347537814,395.1921567117615,365.60859808527374
625.2126992879325,253.624599483815,443.9000731018248,335.57076650016
806.8075899614655,436.486274010157,431.8004642624207,359.0395499704895
974.3699596425263,326.0303020877365,291.85712398194926,408.66720416686576
720.1763760485695,480.68497692078614,431.72171281513835,365.1112404246123
795.4841608515554,476.71575862984025,452.2228311429397,355.56583622533606
643.9987223345221,450.0610572006622,457.2029495376207,390.45971722621596
728.4682437954781,374.1476616105101,324.45653193266793,460.4183132017607
976.3661456709908,469.4308906816855,353.68281449562005,394.0367516905437
927.796865366794,424.64042439653906,469.643628833767,314.10434690115363
657.743759112454,444.1377460497176,416.34604491552506,343.5233289171183
806.0933561856326,412.3294360325028,284.06119135582077,306.93362409449037
881.9001747793887,354.3984364121416,340.0325485204839,274.22897556160495
959.6691230044123,369.9504777817215,425.63015595857354,450.79315342144315
845.0228304381504,431.9595034512631,393.13523717849716,418.99396820942155
451.30902776118137,489.0085966661792,274.75985724444956,233.74090530743413
951.0704354982801,397.46989541338667,253.1405775897186,450.82625126839724
863.7189619915798,215.98552934611882,461.316888054723,377.32788526184515
858.5488505394574,392.4604706043226,414.71312371191647,321.8393542661811
600.6363137248057,368.04874591808266,356.25121341298717,355.88021285554055
842.8900502850252,398.37013538493954,418.2698311259159,440.5829678821501
823.958637616646,467.8235642832007,457.66716956609713,374.9670953202224
819.6818582598053,483.014938298007,340.63095480158006,476.91088430341847
650.3834244968391,370.45558599828814,387.73610619340474,424.3590167420069
795.2689720543361,400.02394125823304,333.3039710139577,366.61716498950886
903.1685821248424,472.02176149534245,391.9829459619641,364.27764083018985
615.6221246309495,311.53574481366815,342.5838363705761,442.9636252482525
620.718081979328,404.3080936062641,374.0737212449472,396.5415320250451
661.2990756266349,457.2650637558707,320.8519152452271,398.3684534179401
881.969182307348,393.40716208962914,447.84288782211337,392.12428685038134
819.2494661521544,434.708619898284,423.3053976878896,422.0711112562112
881.9561832619981,403.0284973985854,267.29209519677744,420.6804827810907
746.5626810682364,317.9538599222883,413.84549685720174,386.02263396028974
956.4913266324884,449.2546751893932,458.6607225875302,348.57742578708906
599.1101423216992,446.39743730857117,391.96782783059297,400.821096274548
733.4167641511194,372.627749097237,415.11687191182705,466.1352598867305
861.1077243977795,328.65918850841206,360.2321016730968,358.15424791889353
805.4425104901703,396.149061846781,392.54342976317804,425.11662939787044
911.0378300470079,433.47163653542816,442.3685022449801,452.8585123693753
495.2825654570287,356.4962132234347,336.0357145043135,412.48740483783877
875.1389480891611,293.78177957520325,386.6288832888128,352.34933657541876
856.2001824478979,368.4719079156144,471.6299191088346,373.1564621901064
782.26684322883,365.71932626975206,416.7169811002116,429.3915245392248
526.0209919300794,372.59776275590974,283.1729784382058,440.2671709374262
868.5040312140575,438.0685016588451,315.3236272077227,433.7323734595209
833.2467223132867,365.0097283157433,453.5940132811291,314.1325465955838
967.508192026485,389.20868956574037,347.23729582248285,224.23168323906634
994.3917164274056,443.4239858974974,415.22111809029286,341.93498364697695
822.6819983958459,362.03303286190294,464.18695846186563,437.1196896081119
905.0266280115362,450.2883476458272,472.72389346334796,341.7124324368276
882.9387749383885,366.35439563406993,342.28448217252196,392.4250335893348
672.1831670298516,433.77259002904265,386.95454909749367,436.4909244692667
807.481548441916,377.6698000293167,477.00629046230773,427.0462867134681
708.157996474906,472.950023637862,279.55050779862563,427.2339918330447
700.509388660998,399.5498735262637,385.3149966348333,436.78330754183384
843.1129667644245,400.276959781562,389.05321012395734,259.4728082315032
936.1825319571614,486.65059898942206,426.8910669861048,415.6850266556398
801.3238687032979,348.6873274854105,461.43730935712813,423.63112043887185
802.1552956089489,448.5147915182481,386.554067175189,399.678870776573
779.2478076893194,414.27775510929763,437.0684797664879,399.3099324686526
953.2276075384282,432.6234474360073,473.71964001898937,326.11723453256866
583.8356833470137,432.7415085445548,324.89175907205964,444.4558559563164
666.1109888774888,444.9190793847688,338.87747501038467,286.74054137102956
876.6308083832567,459.4118276394491,466.0678812836726,414.6519560039221
764.1357103491756,397.2608349624907,377.61300966774155,374.2757549282582
873.8020990700606,169.9005631918207,382.57588883286144,376.96695050168796
773.933338499732,379.4311480418948,248.72385626658127,312.1203058968529
787.2077218583646,470.14069763343724,361.1265024547956,427.8261604228768
841.4621308567046,388.1762365071966,339.3799398629661,329.0225189549475
868.8767802701643,403.1677520681486,362.4072688457368,453.14523218370283
581.6440211426226,350.69332665659323,456.6914426629996,443.6248517030206
788.157994890073,452.2885548750063,436.3149604910609,319.7558006349826
809.061708869841,337.0435515117206,415.2472995211171,331.4001020490204
777.7894234569809,350.44874903477427,325.9420159359605,457.60155325511226
955.8036731973098,442.4396284959982,287.04896233992673,352.3148129172722
807.098031017343,357.9239226531376,374.47635393867796,364.32874805499097
954.4081743368558,232.63860896283126,380.4760571062279,397.30892418934246
805.1520709006332,337.0405352547451,477.44134669204755,487.28263215757096
970.7446673142351,347.0677326197722,385.8344237645156,378.9548114397579
871.8812120040178,335.65871619929567,289.5042984224096,220.39152704862514
822.1946730005322,429.80815831125017,431.99125649991225,462.7035396444997
828.3080158315772,411.16040841269347,421.48759146368127,440.5854097759887
830.1283237844552,453.45671083239563,452.61700425114293,373.6818497713574
872.3734088696349,307.4728431759482,460.4915560925959,358.8331464580509
617.3373914607766,342.72677262250306,409.5187938353056,428.58439175917283
945.9234571531554,364.6788995786134,402.1045717947112,406.1471108868999
751.0522182002196,457.6098058605232,294.697154326911,460.88844139241235
550.1791610353444,394.16904727333485,369.08347935987547,420.277537829482
780.8327301758817,466.72766985119705,472.6238660947642,264.4162162286003
911.4523479230334,353.47837507387186,351.32903225843137,404.15836272154263
355.9265260735702,370.7883489562232,333.74787902599013,356.90043904722893
832.4669255625194,453.60957470897046,428.8817886332413,277.7050970452252
667.901503755377,368.18706468027096,322.86275743448175,396.0281888249391
730.4443194519108,465.1094597280648,366.95067529916764,283.37961547045035
645.3859208400665,326.60721225473986,436.8169654727727,376.8884769160062
673.367346138843,357.2639618638708,476.2274124017958,408.8488274944886
544.0755765665252,343.4592167606648,432.1299318044514,469.68132698451024
823.8576792923819,365.9947496263116,269.54073412086086,477.5891128908609
677.339242493678,405.75529676997684,294.847831334805,387.8363750869586
841.7700560073055,461.0939726273197,273.6850664855167,376.8262806757791
460.4838164455823,345.24792786309087,271.28242949098103,459.2014608237022
920.0526496680723,437.43071985308,405.7076407000686,428.720474898728
801.224269374,402.09689089694655,428.7838776637911,447.92086229837776
796.2392346561074,472.3291358390148,466.3457758354338,360.43566154515827
775.7387084079909,465.8991758269542,314.50495877801245,444.22269187720207
952.0292916719553,169.65023286117076,422.5120095100356,308.1482443443138
946.408376853033,421.62906229396754,466.60230655023,385.9332144202047
762.5278635237011,403.16808423701457,340.3471203020015,404.77910569041217
825.9012875884941,257.7642332325238,416.67829528761524,277.66287395962837
948.9937793379482,324.980772880761,372.75348054757603,476.76198924528916
843.2022743522786,363.0780051520356,366.1866847163073,401.7840108613397
759.4142832679665,414.715109278611,452.30756813144757,353.1260434107786
850.152100806563,391.4829129793083,480.69691017441914,480.07655710417987
774.9668286906312,344.1577458059507,431.2080323486503,475.1122902402833
849.1077150770649,361.90559785768573,440.5468099668813,484.2159637828286
856.2752649680201,344.4529737093047,379.4302610522699,330.620947508872
877.2119618594531,464.04402803299797,430.2095116288606,451.5766197827957
858.7746546593713,345.6185511285389,335.45035370053944,366.61443929351975
393.3282945602768,361.8147715530591,324.5307436040636,362.4956934757908
842.1806781694667,392.6230577769287,354.4821206113046,431.62647833847063
668.0839198885424,454.9183812114221,427.0826059110871,373.67480236978804
820.7214595091787,374.88885707406473,336.39609395618277,494.60493530680304
978.8639593133582,259.83617169418795,460.1997184315668,454.02731574425565
792.5741779517956,385.5806273803029,386.56219566954326,420.747778606637
894.4854837699286,377.88153940918255,395.411378827354,303.20084788302745
526.5729655970952,407.0864346393949,434.1825750501048,392.5150881219633
634.4134757942521,262.6580284100762,312.04878932763927,411.51818813647327
624.1878245115452,419.736110302687,331.93635868183645,300.78285569754416
521.2799119148755,443.5279970396255,365.58055370037636,450.11045292214874
923.3043153463736,262.8901945133471,283.4167490123471,391.9138878967404
798.6986281342546,322.939029124844,322.9206993817977,361.40681488054724
873.2836619915404,214.11392583227726,237.61829852222542,445.9636015323478
904.885934948201,421.71636609700715,430.0017233609773,395.2464957464884
778.7780089165284,476.3709395286318,402.8429761928576,341.05364776113635
730.802074547836,339.957335920499,465.34955861585075,358.37895359688815
966.6319159483235,367.6129612029118,411.1578615882804,436.68728442265143
772.1762376834396,434.3579076442103,383.2030820163048,381.6712582961806
883.1624823489477,409.8864706012887,404.88540451465315,378.8026915690351
761.393837652888,418.07567190460566,459.3179982123927,335.8028697682389
436.4022706831968,389.7132705724134,351.4829679627329,385.2679870792538
732.3834370220236,330.18787602532774,323.30959816362224,372.81818980494535
447.01935282439115,154.15936165615318,470.645806812114,435.74898049474103
868.4920923360872,452.85213861097304,355.71080746882797,266.41903259176576
820.4796834318162,390.9357203335971,343.0797093779385,464.1043138487704
882.6181782142571,466.1775233678812,487.1658869178717,317.62706454381646
954.055871810687,427.90298652178507,286.56914010091475,282.8217276096832
870.3555657546096,407.5466662170913,388.1775589629432,423.54889346440365
913.3446542456026,462.7033468928033,487.77797248489105,379.8006075997875
501.6414351718325,457.62797942138803,402.620826594861,419.6211943389433
922.5493978668522,430.8967749843472,403.83489183586977,403.2979042833412
504.32611542132133,455.96753298108297,391.8945445057288,284.1429778627969
692.1802613137711,334.30529380919387,475.65224822317805,461.1476544704101
786.9072973343782,435.4306733181084,452.95166270447135,464.9795731447634
865.884494381325,349.3785916957763,385.61635611201854,313.41189157044437
637.9592754147423,366.6333395960495,351.9374732559538,372.37899570069374
883.1038715853399,379.80144688785634,354.67516604806434,408.0469888532711
843.949789315692,334.388875028373,287.99959568001066,430.19454577430724
827.6958373322988,391.3872231134917,331.8899105967496,244.94002854224257
636.046507375007,407.5262602403112,364.5916250700287,357.10791436812667
727.177635358194,422.5896107989708,385.2631120614164,468.9696393642196
776.8425676988545,458.1434751156757,364.43201309372336,188.57085345673494
646.9847871241369,428.14963279419703,430.4275688159015,471.3951141896016
959.8912858542154,238.46283119017798,450.47037948890454,486.35535158187497
896.8668809682816,435.25443411435003,402.34111390773677,371.5175412666402
683.1902403890952,395.1424589783275,454.09342451663355,466.8308582654682
582.4236726142785,295.1536646347169,405.43958354518406,463.6587928811831
825.6615130315175,375.82427630963423,473.23099411124883,421.40671360247944
698.5543361264048,356.69596020814976,373.51647390557514,450.021071079067
942.0512043789297,334.98792069797423,349.7821720926053,315.48507202255746
869.0710951234577,434.86838160796236,449.57647877738486,446.90484109599623
730.28173294563,322.2691985593933,493.2012875500158,410.25611112369063
963.1625428378925,353.573424164141,445.15721517974697,360.2042482174899
667.6719131026116,451.2584033832968,452.4176598530232,405.4737506892998
612.7703326990065,335.30104446048784,475.05067298348933,389.1857633639359
644.6627225450895,185.90133820375104,489.15267521787985,260.2969852822291
849.4936155419941,271.4639685746156,420.53187105390344,429.8675832514669
988.5426968138146,372.10097998732425,340.242150708917,397.6479599685465
848.5931681620407,406.38647085468045,330.92534782227006,381.59760003714354
461.3451437173109,339.6304265926768,459.1671173891115,438.4882756137073
942.8723966642873,444.35043761303814,375.8017856673891,463.5128199812261
699.3759631026472,362.77870934778923,313.5503148530376,489.64562218683267
535.9325255123603,282.19418059822885,340.2972159064968,361.2411221737043
751.2917495321664,367.59804432465467,390.6487491019271,448.1145291949112
706.6497767276055,299.9359615477595,353.1987530713996,249.03215427956746
796.5666130380511,315.97962582085125,424.6284012433987,436.16256024127955
685.1316258249893,484.3641728871658,394.92596799735264,296.57824397272555
854.4748073234197,393.4854966208283,407.5696060341305,396.2706200003871
807.0996424323115,429.1149608019735,486.1464809870942,432.4570895890894
679.1921537760736,287.8938757287995,348.6981666449204,486.42113695593264
660.715032846515,408.5208825325187,425.02270907226546,444.83512381472104
679.9934755973404,283.3478750824989,300.7650691335139,464.68297092494555
981.7215940508229,330.6476977356064,468.6705457445383,423.81457983242643
504.7859089900331,382.59992504949054,373.01722086774635,431.298019668034
547.6313773339189,437.752049337468,452.1035306085398,307.8668573953563
675.0082500501858,460.0314054010541,466.92060535491726,444.15132833406165
845.4363327768434,471.0729235089529,287.533560593526,428.0712848761669
911.0119545151855,464.29701268143384,262.8348385815498,402.43699897535294
925.0955403857531,423.2257969484894,280.22895976400514,468.58214539322654
808.7401984491478,390.90665285343033,398.8399179916955,350.3475946786059
751.9111901883672,491.200903658715,379.2804311456233,321.8494613708867
830.1544681411958,277.7440923305673,367.0833343312131,351.05075382005634
666.8971721985463,435.81052045732986,451.2995494056162,347.1895205656491
810.7394721413715,279.90217226223854,419.23167831218495,387.9822481632384
843.8916724759913,475.7350540680452,386.6799926918993,471.7990915651883
803.1970227483727,311.3553528820224,470.1854164300788,464.37744655982675
663.0530575957816,365.26012523361334,396.6002842863431,400.70131611223036
939.739235309996,457.84941472584796,359.0611657711307,394.9684949563689
585.2052680210215,436.74817515090547,466.95185043058865,421.79251354200005
875.9801737197205,265.18679359262853,461.6750678972932,383.758270168514
579.3530665919371,382.68983922109527,363.5993666414932,424.8786302251813
318.08386852440145,396.52490248346527,458.3228512487687,491.06086791326237
763.0049949655098,308.12192006844015,393.8891827904137,369.57421443779117
828.5581215009041,474.0926637707055,345.82556486304,409.27882087787697
583.8308950007098,482.7265848253469,412.46790171931144,441.52834907702055
671.411046047637,379.18277114093434,406.88537452340023,442.52884804059795
673.9601969649422,291.1391868317657,493.78491592616115,420.6061212506354
863.7150555753412,256.675848199045,410.490112874224,354.3348901024378
924.0413331851034,377.1321457942637,451.52747466676504,431.4653151463438
725.434496081518,476.5167528319572,346.94623679989877,283.02316372421177
510.22188527939926,364.4640078363585,340.05042638658205,356.1925391227448
826.7476886319945,339.4262107138844,383.8510369645354,473.6211536407289
622.1538074751168,380.7392503469111,312.8877895884491,476.6640796349092
678.3803748407187,341.6869878908923,305.0306362883705,459.2195423344035
596.0983780201458,418.7802666104079,431.52884867544304,497.7842069314277
800.391213499442,364.294775389932,391.73549373484116,426.11097539940516
892.6487878113278,444.42928324124296,403.17866568196354,334.0777795347269
837.2356417708784,319.7659708001473,451.71608191137756,398.62749788202126
692.5211128976174,377.1357475021979,356.14675872934976,307.54870764497343
518.667112173702,442.94508504903433,427.788877970242,397.31119829776924
973.553261304485,378.8493658368242,354.94523043590243,406.3455576693417
691.1923711701141,374.3788733229513,394.0597115699423,428.98396665384007
649.9043156422744,346.31987164389835,427.19414556321624,228.73963976530112
866.0982873167179,444.8413924892319,439.8192029051344,389.24074169125663
830.0421154964864,268.9695283312335,313.16294848338447,369.996436592344
807.0158509904658,352.7007728532996,458.11977285184554,434.86800288371353
962.5164309096682,448.3318765238757,483.1556423254552,366.24313142517866
930.0351281798208,473.46417771308484,319.8936544093636,369.35713288210604
464.4870727762621,297.541658700377,454.87745054498714,282.23198859817353
741.8281172810966,353.9004480281409,427.87523034374533,383.96019872472294
744.8594040252509,388.1233211435495,396.1066105890586,397.35934464250215
944.6457956555621,420.6215203657099,391.8758503883303,378.82678701975317
833.6323013260647,363.9488332957898,218.62455086883733,407.7429607748285
718.3810204568879,414.7633897030835,404.0543240646761,456.90742754765563
753.2863260787918,390.6570690034449,362.607635121688,418.54182249038587
906.0363275756503,389.12713704690714,413.70331469509597,331.1783988112884
830.4808236733858,362.72326191872884,307.284386753763,343.2236841877355
522.4885828960363,384.29277218966325,412.0661218638515,381.26646861900224
727.1025776558448,304.78423922979425,387.942986129532,368.7089907954482
754.3167062706772,346.7837340153441,440.67823751390847,333.7978119524083
899.0677420495979,467.71879821893333,467.9859213679446,373.3504608333066
738.4856285803627,277.26149911402536,340.85937753008136,394.6268790888657
936.3624725852769,391.6740368403221,347.77752439043354,383.41062975658565
831.3149590756349,325.5021348555407,400.9232086569416,383.7602236160986
913.768971673539,452.7281043069322,475.334456268202,416.96170351834814
808.926594871959,332.8865679058172,438.868476596165,425.6068542318704
808.6205609215685,411.0844513983885,379.7292948435249,394.9526320526281
856.4867999200474,487.13450412980325,468.40741594694555,393.92733919366066
768.6029080998205,416.27601291027486,448.12591766980125,324.33017673770627
775.0136279257109,312.37967699038694,384.9598317519149,445.81072605047063
681.5632937734204,481.3479736472486,377.47776910754084,236.41179310627646
786.4397403063077,345.7919312497176,424.6892745907443,413.47113564627796
728.186612425481,376.46887780836335,271.7093970202457,427.44803759464355
746.556667403952,406.99440907094146,218.62506251158553,395.71240769583164
944.7841095402174,350.1137777608744,358.53586975430034,369.48397900903325
846.1331284384923,428.80727042888594,451.09120050909365,405.7949665973419
948.6678263688896,445.9674173171937,452.17215543723455,474.9307811150787
772.6446890285494,434.1259159445107,439.3504078536911,441.229899360957
710.0998761670193,304.27584479367954,448.10125601054483,424.072231988546
740.0629982173327,433.4492420498815,307.15868990628974,295.27474164945494
857.0623040365616,361.44795243025175,416.2651208816628,463.81262418513336
808.0001930409655,409.3969775886456,307.55085159580375,427.6085415683521
867.9763599827835,439.3804781232044,490.9238582677814,178.1062047940887
510.1841474127107,419.02682576225766,426.2020969090341,404.3299030920376
905.490846051865,444.0926512890902,433.8503294620229,281.6832977640686
919.0813116160158,357.083782322986,486.4410275955646,374.22354085128666
799.2245977884116,444.0463022727693,441.79772663112436,325.8334373120173
730.0717673073776,372.05889222466726,381.28955324201235,329.9040279843013
893.001288630824,476.4198565070506,316.54568955182674,345.67504615448735
717.9923517951597,463.0987273988956,206.07296634738296,372.5384135089608
828.019600740606,456.2449836863794,431.1782010035459,450.6199831767784
902.4438761806813,418.9479198060818,456.15124752965835,320.24809398052975
716.5239477801675,292.86299511081654,280.0302097208799,436.6566698342935
833.0258326030023,426.19255593144,386.67520272087614,414.91530126048434
887.064640321168,404.2162188045812,456.71081267331664,286.00546400058005
855.7333088543061,384.9479129271239,382.57213928866275,240.86164559306084
794.5106023734551,348.7909004305117,363.7847065938683,361.789693603601
500.1770302497596,273.740776643109,471.9972531810429,419.2293717518453
973.2024884745164,186.39105858267945,440.0569380534733,424.99922296576517
857.7934458027898,474.2179003009517,417.31207421567984,436.8930328029731
760.401237016555,412.0275261752164,249.70040302106295,315.7281237155576
778.7992536896195,470.89329916603026,431.10731692029003,371.84117047202136
879.5386659515698,470.41685553631237,388.7552409132268,455.0591053332576
791.6103665932985,459.79947238757757,355.2046985109516,475.1078020383099
705.3842631408279,421.5873885187647,247.67502430759643,421.39716353257495
820.5409058922756,452.87004139240076,422.0266332119012,462.1174913677324
568.7890596650608,373.97729092354757,460.5595344556518,287.8914151402971
772.1616387932723,298.2332464777219,415.40400281865294,342.04020273620495
584.8554875818388,470.2251105642581,444.4763265851417,468.21369265445384
713.1157977869515,430.1193689206182,468.7638261462467,340.9312117586242
851.7762508696027,488.34812437276815,393.83916281885195,434.38892146859905
921.5727482713627,481.94489720165757,407.57849354364885,395.58961326952755
883.0740093365787,456.5623502090549,444.9502736972435,466.5394856046858
852.3098328281578,414.75941341287523,420.9100174013777,456.89378636930377
831.2737220347611,445.66465850031244,459.6666059191614,347.78081657871985
686.9387647489822,375.79405898984936,251.7866987793085,373.8581804786612
675.9532565499776,461.2439391113271,432.1654445476835,351.8688145469616
704.463389847913,355.45076318349555,447.3228348022622,474.1669565867499
704.4180474753787,397.4108328215365,436.2570255983971,462.3888713780007
788.2796242245133,445.9443462184991,410.4266267931055,434.6028416700931
803.5945647055887,383.1102863173313,418.03530736170796,473.54034018260313
909.6323436428697,447.3291663841045,322.4328416774399,485.4826946510555
825.0859368703176,396.9915929099625,261.1612441650211,484.2424486933325
721.5710623967201,371.5513154346731,324.95235057405716,450.1436253454815
662.4011675608465,461.44970699347346,308.9233917623495,361.88751958141006
768.7664351252641,491.7288856589181,406.46426480427596,425.1475843743823
690.1494649648848,391.67322924101154,339.34901368543774,263.8134041927609
830.486000669746,299.4487483161181,450.25742014188074,485.4985562986977
816.7493431672033,267.3979591202213,358.39744815245257,314.1985736802374
871.2135877394979,370.03361744599414,479.2370073604926,319.8556294589188
865.4142383813751,466.28497201676146,492.764751296444,366.05704542202216
857.9706597892305,450.5808583578251,443.5354035234949,489.81166523319956
960.9332549709187,421.49942558371146,455.30345376055436,469.80815795538234
953.8186530753359,458.2201414942565,400.3253421952635,434.2524961272137
455.2953371382257,461.03139496102773,421.78484715456096,248.47513958579387
815.2783807967754,449.5574451302046,403.46294992915495,324.25569704340336
784.5742684308639,466.5674306296011,384.60016291735195,298.7433767859257
447.71877857888416,378.2534143962657,349.0654867926213,415.8727678906407
908.1589629984168,373.42525384808044,445.7790123132624,442.6875790413311
855.5780484032741,350.2137480515972,430.57456734863064,418.3895640071606
755.9801226916185,282.7445288565431,393.22162531661604,484.98187123527083
593.6588588824873,460.5371893717466,489.783953998751,390.50380904961867
592.9879979100731,485.3996263664956,385.40033962364424,322.5258857851115
877.444532116016,400.9978701302949,390.4397457087397,376.2736293715255
624.5381194238958,384.19467848543536,453.89455686971684,346.07365295151106
792.1845534256964,351.9241822741054,318.529684252191,399.0538962842598
639.5092695467097,447.03372314643974,284.6659173799963,319.1619831578904
626.4581070412112,400.1800723009292,428.92640045415834,243.40550657595506
759.0882197760693,444.66150755568674,429.4301240772817,372.7956940336034
529.8650907620085,488.53867413517054,332.1213651263861,373.9928364063777
812.3676411470909,315.2436904799269,478.2810385379477,306.34268205190443
684.196525970944,380.51764332544917,398.6391920840757,370.63354255215313
870.4220647196062,369.7628615172756,464.190783394938,432.92700286690365
741.6087525584242,364.6674541925385,454.2960261509762,478.5142974226255
738.5301758032812,408.2812137729624,411.8089665920721,348.9195765333807
947.7017986618766,467.23994041047393,436.95068059838326,291.2440381558294
944.5999448106936,474.7716812358456,381.3045058700157,387.84596887263126
951.9720864087221,281.71250054296587,290.80922337246335,467.34052774481245
